id_order_detail,order_id,product_id,quantity,id_product,name,supplier_id,category_id,unit,price,id,name_category,description
221,10330,26,50,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
222,10330,72,25,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,4,Dairy Products,Cheeses
223,10331,54,15,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
224,10332,18,40,18,Carnarvon Tigers,7,8,16 kg pkg.,62.5,8,Seafood,Seaweed and fish
225,10332,42,10,42,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
226,10332,47,16,47,Zaanse koeken,22,3,10 - 4 oz boxes,9.5,3,Confections,"Desserts, candies, and sweet breads"
227,10333,14,10,14,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd
228,10333,21,10,21,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads"
229,10333,71,40,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
230,10334,52,8,52,Filo Mix,24,5,16 - 2 kg boxes,7.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
231,10334,68,10,68,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads"
232,10335,2,7,2,Chang,1,1,24 - 12 oz bottles,19.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
233,10335,31,25,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
234,10335,32,6,32,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,32.0,4,Dairy Products,Cheeses
235,10335,51,48,51,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,7,Produce,Dried fruit and bean curd
236,10336,4,18,4,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
237,10337,23,40,23,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
238,10337,26,24,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
239,10337,36,20,36,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish
240,10337,37,28,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,8,Seafood,Seaweed and fish
241,10337,72,25,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,4,Dairy Products,Cheeses
242,10338,17,20,17,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats
243,10338,30,15,30,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,8,Seafood,Seaweed and fish
244,10339,4,10,4,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
245,10339,17,70,17,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats
246,10339,62,28,62,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads"
247,10340,18,20,18,Carnarvon Tigers,7,8,16 kg pkg.,62.5,8,Seafood,Seaweed and fish
248,10340,41,12,41,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish
249,10340,43,40,43,Ipoh Coffee,20,1,16 - 500 g tins,46.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
250,10341,33,8,33,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses
251,10341,59,9,59,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses
252,10342,2,24,2,Chang,1,1,24 - 12 oz bottles,19.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
253,10342,31,56,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
254,10342,36,40,36,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish
255,10342,55,40,55,Pâté chinois,25,6,24 boxes x 2 pies,24.0,6,Meat/Poultry,Prepared meats
256,10343,64,50,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
257,10343,68,4,68,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads"
258,10343,76,15,76,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
259,10344,4,35,4,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
260,10344,8,70,8,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,40.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
261,10345,8,70,8,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,40.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
262,10345,19,80,19,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,3,Confections,"Desserts, candies, and sweet breads"
263,10345,42,9,42,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
264,10346,17,36,17,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats
265,10346,56,20,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
266,10347,25,10,25,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,3,Confections,"Desserts, candies, and sweet breads"
267,10347,39,50,39,Chartreuse verte,18,1,750 cc per bottle,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
268,10347,40,4,40,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,8,Seafood,Seaweed and fish
269,10347,75,6,75,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
270,10348,1,15,1,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
271,10348,23,25,23,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
272,10349,54,24,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
273,10350,50,15,50,Valkoinen suklaa,23,3,12 - 100 g bars,16.25,3,Confections,"Desserts, candies, and sweet breads"
274,10350,69,18,69,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses
275,10351,38,20,38,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
276,10351,41,13,41,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish
277,10351,44,77,44,Gula Malacca,20,2,20 - 2 kg bags,19.45,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
278,10351,65,10,65,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
279,10352,24,10,24,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
280,10352,54,20,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
281,10353,11,12,11,Queso Cabrales,5,4,1 kg pkg.,21.0,4,Dairy Products,Cheeses
282,10353,38,50,38,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
283,10354,1,12,1,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
284,10354,29,4,29,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,6,Meat/Poultry,Prepared meats
285,10355,24,25,24,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
286,10355,57,25,57,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
287,10356,31,30,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
288,10356,55,12,55,Pâté chinois,25,6,24 boxes x 2 pies,24.0,6,Meat/Poultry,Prepared meats
289,10356,69,20,69,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses
290,10357,10,30,10,Ikura,4,8,12 - 200 ml jars,31.0,8,Seafood,Seaweed and fish
291,10357,26,16,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
292,10357,60,8,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
293,10358,24,10,24,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
294,10358,34,10,34,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
295,10358,36,20,36,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish
296,10359,16,56,16,Pavlova,7,3,32 - 500 g boxes,17.45,3,Confections,"Desserts, candies, and sweet breads"
297,10359,31,70,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
298,10359,60,80,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
299,10360,28,30,28,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd
300,10360,29,35,29,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,6,Meat/Poultry,Prepared meats
301,10360,38,10,38,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
302,10360,49,35,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,3,Confections,"Desserts, candies, and sweet breads"
303,10360,54,28,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
304,10361,39,54,39,Chartreuse verte,18,1,750 cc per bottle,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
305,10361,60,55,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
306,10362,25,50,25,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,3,Confections,"Desserts, candies, and sweet breads"
307,10362,51,20,51,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,7,Produce,Dried fruit and bean curd
308,10362,54,24,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
309,10363,31,20,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
310,10363,75,12,75,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
311,10363,76,12,76,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
312,10364,69,30,69,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses
313,10364,71,5,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
314,10365,11,24,11,Queso Cabrales,5,4,1 kg pkg.,21.0,4,Dairy Products,Cheeses
315,10366,65,5,65,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
316,10366,77,5,77,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
317,10367,34,36,34,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
318,10367,54,18,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
319,10367,65,15,65,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
320,10367,77,7,77,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
321,10368,21,5,21,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads"
322,10368,28,13,28,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd
323,10368,57,25,57,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
324,10368,64,35,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
325,10369,29,20,29,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,6,Meat/Poultry,Prepared meats
326,10369,56,18,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
327,10370,1,15,1,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
328,10370,64,30,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
329,10370,74,20,74,Longlife Tofu,4,7,5 kg pkg.,10.0,7,Produce,Dried fruit and bean curd
330,10371,36,6,36,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish
331,10372,20,12,20,Sir Rodney's Marmalade,8,3,30 gift boxes,81.0,3,Confections,"Desserts, candies, and sweet breads"
332,10372,38,40,38,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
333,10372,60,70,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
334,10372,72,42,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,4,Dairy Products,Cheeses
335,10373,58,80,58,Escargots de Bourgogne,27,8,24 pieces,13.25,8,Seafood,Seaweed and fish
336,10373,71,50,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
337,10374,31,30,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
338,10374,58,15,58,Escargots de Bourgogne,27,8,24 pieces,13.25,8,Seafood,Seaweed and fish
339,10375,14,15,14,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd
340,10375,54,10,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
341,10376,31,42,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
342,10377,28,20,28,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd
343,10377,39,20,39,Chartreuse verte,18,1,750 cc per bottle,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
344,10378,71,6,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
345,10379,41,8,41,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish
346,10379,63,16,63,Vegie-spread,7,2,15 - 625 g jars,43.9,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
347,10379,65,20,65,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
348,10380,30,18,30,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,8,Seafood,Seaweed and fish
349,10380,53,20,53,Perth Pasties,24,6,48 pieces,32.8,6,Meat/Poultry,Prepared meats
350,10380,60,6,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
351,10380,70,30,70,Outback Lager,7,1,24 - 355 ml bottles,15.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
352,10381,74,14,74,Longlife Tofu,4,7,5 kg pkg.,10.0,7,Produce,Dried fruit and bean curd
353,10382,5,32,5,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
354,10382,18,9,18,Carnarvon Tigers,7,8,16 kg pkg.,62.5,8,Seafood,Seaweed and fish
355,10382,29,14,29,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,6,Meat/Poultry,Prepared meats
356,10382,33,60,33,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses
357,10382,74,50,74,Longlife Tofu,4,7,5 kg pkg.,10.0,7,Produce,Dried fruit and bean curd
358,10383,13,20,13,Konbu,6,8,2 kg box,6.0,8,Seafood,Seaweed and fish
359,10383,50,15,50,Valkoinen suklaa,23,3,12 - 100 g bars,16.25,3,Confections,"Desserts, candies, and sweet breads"
360,10383,56,20,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
361,10384,20,28,20,Sir Rodney's Marmalade,8,3,30 gift boxes,81.0,3,Confections,"Desserts, candies, and sweet breads"
362,10384,60,15,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
363,10385,7,10,7,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,30.0,7,Produce,Dried fruit and bean curd
364,10385,60,20,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
365,10385,68,8,68,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads"
366,10386,24,15,24,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
367,10386,34,10,34,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
368,10387,24,15,24,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
369,10387,28,6,28,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd
370,10387,59,12,59,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses
371,10387,71,15,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
372,10388,45,15,45,Røgede sild,21,8,1k pkg.,9.5,8,Seafood,Seaweed and fish
373,10388,52,20,52,Filo Mix,24,5,16 - 2 kg boxes,7.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
374,10388,53,40,53,Perth Pasties,24,6,48 pieces,32.8,6,Meat/Poultry,Prepared meats
375,10389,10,16,10,Ikura,4,8,12 - 200 ml jars,31.0,8,Seafood,Seaweed and fish
376,10389,55,15,55,Pâté chinois,25,6,24 boxes x 2 pies,24.0,6,Meat/Poultry,Prepared meats
377,10389,62,20,62,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads"
378,10389,70,30,70,Outback Lager,7,1,24 - 355 ml bottles,15.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
379,10390,31,60,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
380,10390,35,40,35,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
381,10390,46,45,46,Spegesild,21,8,4 - 450 g glasses,12.0,8,Seafood,Seaweed and fish
382,10390,72,24,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,4,Dairy Products,Cheeses
383,10391,13,18,13,Konbu,6,8,2 kg box,6.0,8,Seafood,Seaweed and fish
384,10392,69,50,69,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses
385,10393,2,25,2,Chang,1,1,24 - 12 oz bottles,19.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
386,10393,14,42,14,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd
387,10393,25,7,25,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,3,Confections,"Desserts, candies, and sweet breads"
388,10393,26,70,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
389,10393,31,32,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
390,10394,13,10,13,Konbu,6,8,2 kg box,6.0,8,Seafood,Seaweed and fish
391,10394,62,10,62,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads"
392,10395,46,28,46,Spegesild,21,8,4 - 450 g glasses,12.0,8,Seafood,Seaweed and fish
393,10395,53,70,53,Perth Pasties,24,6,48 pieces,32.8,6,Meat/Poultry,Prepared meats
394,10395,69,8,69,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses
395,10396,23,40,23,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
396,10396,71,60,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
397,10396,72,21,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,4,Dairy Products,Cheeses
398,10397,21,10,21,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads"
399,10397,51,18,51,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,7,Produce,Dried fruit and bean curd
400,10398,35,30,35,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
401,10398,55,120,55,Pâté chinois,25,6,24 boxes x 2 pies,24.0,6,Meat/Poultry,Prepared meats
402,10399,68,60,68,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads"
403,10399,71,30,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
404,10399,76,35,76,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
405,10399,77,14,77,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
406,10400,29,21,29,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,6,Meat/Poultry,Prepared meats
407,10400,35,35,35,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
408,10400,49,30,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,3,Confections,"Desserts, candies, and sweet breads"
409,10401,30,18,30,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,8,Seafood,Seaweed and fish
410,10401,56,70,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
411,10401,65,20,65,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
412,10401,71,60,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
413,10402,23,60,23,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
414,10402,63,65,63,Vegie-spread,7,2,15 - 625 g jars,43.9,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
415,10403,16,21,16,Pavlova,7,3,32 - 500 g boxes,17.45,3,Confections,"Desserts, candies, and sweet breads"
416,10403,48,70,48,Chocolade,22,3,10 pkgs.,12.75,3,Confections,"Desserts, candies, and sweet breads"
417,10404,26,30,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
418,10404,42,40,42,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
419,10404,49,30,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,3,Confections,"Desserts, candies, and sweet breads"
420,10405,3,50,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
421,10406,1,10,1,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
422,10406,21,30,21,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads"
423,10406,28,42,28,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd
424,10406,36,5,36,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish
425,10406,40,2,40,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,8,Seafood,Seaweed and fish
426,10407,11,30,11,Queso Cabrales,5,4,1 kg pkg.,21.0,4,Dairy Products,Cheeses
427,10407,69,15,69,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses
428,10407,71,15,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses
429,10408,37,10,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,8,Seafood,Seaweed and fish
430,10408,54,6,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
431,10408,62,35,62,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads"
432,10409,14,12,14,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd
433,10409,21,12,21,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads"
434,10410,33,49,33,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses
435,10410,59,16,59,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses
436,10411,41,25,41,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish
437,10411,44,40,44,Gula Malacca,20,2,20 - 2 kg bags,19.45,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
438,10411,59,9,59,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses
439,10412,14,20,14,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd
440,10413,1,24,1,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
441,10413,62,40,62,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads"
442,10413,76,14,76,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
443,10414,19,18,19,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,3,Confections,"Desserts, candies, and sweet breads"
444,10414,33,50,33,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses
